date,lat,lon,density
2017/04/01,-22.561794691645904,-44.6105884700245,21987.0
2017/04/01,-22.559496081924983,-44.6074127346705,20211.0
2017/04/01,-22.56393474211768,-44.6040653379461,17829.0
2017/04/01,-22.56393474211768,-44.5982288513496,21613.0
2017/04/01,-22.56813548534296,-44.6008896025921,22397.0
2017/04/01,-22.56274582947703,-44.5927356867114,26225.0
2017/04/01,-22.565995500257856,-44.5917057184885,24775.0
2017/04/01,-22.56020944773314,-44.5882724908071,23297.0
2017/04/01,-22.56567846246045,-44.5822643428401,25392.0
2017/04/01,-22.574501074208865,-44.6014902248534,25177.0
2017/04/01,-22.552506544377195,-44.5846013411127,20130.0
2017/04/01,-22.54037472752126,-44.5783943155764,23329.0
2017/04/01,-22.53597501399041,-44.570310747436,18786.0
2017/04/01,-22.538641523468275,-44.5675681077832,22785.0
2017/04/01,-22.533678626038647,-44.5682080439131,24241.0
2017/04/01,-22.535092786334225,-44.5671363040666,23892.0
2017/04/01,-22.53551703159882,-44.5641252254501,23219.0
2017/04/01,-22.53697831086638,-44.5624920980649,24608.0
2017/04/01,-22.53221731185253,-44.5663707756048,25840.0
2017/04/01,-22.531887335541462,-44.5637679788346,23210.0
2017/04/01,-22.53202875405704,-44.5612162172952,30154.0
2017/04/01,-22.52938891788948,-44.5604506888334,23639.0
2017/04/01,-22.526937596271328,-44.5580009977556,26197.0
2017/04/01,-22.529860320905605,-44.5580520329863,31079.0
2017/04/01,-22.527786135600465,-44.5637766705823,23348.0
2017/04/01,-22.529451032373533,-44.5638410435962,24187.0
2017/04/01,-22.530382573003013,-44.5654718266158,23871.0
2017/04/01,-22.52667619327016,-44.565557657301,25064.0
2017/04/01,-22.528559125883582,-44.5666519985379,23843.0
2017/04/01,-22.529589772865474,-44.567488847719,22030.0
2017/04/01,-22.528816788350014,-44.5674459323764,23713.0
2017/05/01,-22.52527160253196,-44.6824797127753,48277.0
2017/05/01,-22.53193829712928,-44.6788709769984,46620.0
2017/05/01,-22.53507153271373,-44.6769222595319,47690.0
2017/05/01,-22.53373824978605,-44.673457873186,33013.0
2017/05/01,-22.54040453568439,-44.6713648064354,44117.0
2017/05/01,-22.535671505831274,-44.6672508476497,34383.0
2017/05/01,-22.541671093617136,-44.6639308107349,44336.0
2017/05/01,-22.536204813080563,-44.6660960522011,43742.0
2017/05/01,-22.53893798040274,-44.6605385991046,41872.0
2017/05/01,-22.532271623697536,-44.657651610483,44078.0
2017/05/01,-22.536938107185023,-44.6551976701547,42909.0
2017/05/01,-22.532705002033257,-44.6518087730433,37360.0
2017/05/01,-22.52306263241008,-44.6401560128061,50464.0
2017/05/01,-22.51824119522169,-44.6412484590783,34009.0
2017/05/01,-22.52171713197823,-44.6377283544233,58379.0
2017/05/01,-22.513531722088302,-44.6399132469678,31967.0
2017/05/01,-22.51678351830424,-44.635664844798,53126.0
2017/05/01,-22.512634661393808,-44.6346937814449,32920.0
2017/05/01,-22.51050411891409,-44.6292315500837,31256.0
2017/05/01,-22.513307457460424,-44.6257114454287,36020.0
2017/05/01,-22.5124103953106,-44.6198850653101,40655.0
2017/05/01,-22.51835332357854,-44.6283818696498,33595.0
2017/05/01,-22.517232035916344,-44.6221913407737,38570.0
2017/05/01,-22.52295050787452,-44.626803891701,35969.0
2017/05/01,-22.527771780734053,-44.6264397429435,32405.0
2017/05/01,-22.53438674174624,-44.6275321892158,20146.0
2017/05/01,-22.54828293959759,-44.6206354627649,29707.0
2017/05/01,-22.561794691645904,-44.6105884700245,33747.0
2017/05/01,-22.559496081924983,-44.6074127346705,28806.0
2017/05/01,-22.56393474211768,-44.6040653379461,25531.0
2017/05/01,-22.56393474211768,-44.5982288513496,15598.0
2017/05/01,-22.56813548534296,-44.6008896025921,15566.0
2017/05/01,-22.56274582947703,-44.5927356867114,22539.0
2017/05/01,-22.565995500257856,-44.5917057184885,24375.0
2017/05/01,-22.56020944773314,-44.5882724908071,43992.0
2017/05/01,-22.56567846246045,-44.5822643428401,30771.0
2017/05/01,-22.574501074208865,-44.6014902248534,14309.0
2017/05/01,-22.552506544377195,-44.5846013411127,37198.0
2017/05/01,-22.54037472752126,-44.5783943155764,28052.0
2017/05/01,-22.53597501399041,-44.570310747436,17669.0
2017/05/01,-22.538641523468275,-44.5675681077832,17847.0
2017/05/01,-22.533678626038647,-44.5682080439131,20771.0
2017/05/01,-22.535092786334225,-44.5671363040666,19906.0
2017/05/01,-22.53551703159882,-44.5641252254501,19525.0
2017/05/01,-22.53697831086638,-44.5624920980649,21656.0
2017/05/01,-22.53221731185253,-44.5663707756048,20543.0
2017/05/01,-22.531887335541462,-44.5637679788346,19723.0
2017/05/01,-22.53202875405704,-44.5612162172952,28895.0
2017/05/01,-22.52938891788948,-44.5604506888334,27623.0
2017/05/01,-22.526937596271328,-44.5580009977556,30163.0
2017/05/01,-22.529860320905605,-44.5580520329863,34210.0
2017/05/01,-22.527786135600465,-44.5637766705823,21378.0
2017/05/01,-22.529451032373533,-44.5638410435962,21944.0
2017/05/01,-22.530382573003013,-44.5654718266158,21673.0
2017/05/01,-22.52667619327016,-44.565557657301,24209.0
2017/05/01,-22.528559125883582,-44.5666519985379,21596.0
2017/05/01,-22.529589772865474,-44.567488847719,20345.0
2017/05/01,-22.528816788350014,-44.5674459323764,22073.0
2017/06/01,-22.52527160253196,-44.6824797127753,140082.0
2017/06/01,-22.53193829712928,-44.6788709769984,194166.0
2017/06/01,-22.53507153271373,-44.6769222595319,275770.0
2017/06/01,-22.53373824978605,-44.673457873186,227171.0
2017/06/01,-22.54040453568439,-44.6713648064354,389325.0
2017/06/01,-22.535671505831274,-44.6672508476497,460910.0
2017/06/01,-22.541671093617136,-44.6639308107349,439732.0
2017/06/01,-22.536204813080563,-44.6660960522011,497317.0
2017/06/01,-22.53893798040274,-44.6605385991046,377812.0
2017/06/01,-22.532271623697536,-44.657651610483,270835.0
2017/06/01,-22.536938107185023,-44.6551976701547,218658.0
2017/06/01,-22.532705002033257,-44.6518087730433,268335.0
2017/06/01,-22.52306263241008,-44.6401560128061,112642.0
2017/06/01,-22.51824119522169,-44.6412484590783,84615.0
2017/06/01,-22.52171713197823,-44.6377283544233,170516.0
2017/06/01,-22.513531722088302,-44.6399132469678,86433.0
2017/06/01,-22.51678351830424,-44.635664844798,202476.0
2017/06/01,-22.512634661393808,-44.6346937814449,117868.0
2017/06/01,-22.51050411891409,-44.6292315500837,100567.0
2017/06/01,-22.513307457460424,-44.6257114454287,116180.0
2017/06/01,-22.5124103953106,-44.6198850653101,155773.0
2017/06/01,-22.51835332357854,-44.6283818696498,105577.0
2017/06/01,-22.517232035916344,-44.6221913407737,115965.0
2017/06/01,-22.52295050787452,-44.626803891701,101606.0
2017/06/01,-22.527771780734053,-44.6264397429435,102094.0
2017/06/01,-22.53438674174624,-44.6275321892158,129740.0
2017/06/01,-22.54828293959759,-44.6206354627649,116737.0
2017/06/01,-22.561794691645904,-44.6105884700245,79756.0
2017/06/01,-22.559496081924983,-44.6074127346705,82079.0
2017/06/01,-22.56393474211768,-44.6040653379461,52192.0
2017/06/01,-22.56393474211768,-44.5982288513496,70070.0
2017/06/01,-22.56813548534296,-44.6008896025921,69317.0
2017/06/01,-22.56274582947703,-44.5927356867114,62896.0
2017/06/01,-22.565995500257856,-44.5917057184885,55601.0
2017/06/01,-22.56020944773314,-44.5882724908071,78206.0
2017/06/01,-22.56567846246045,-44.5822643428401,72980.0
2017/06/01,-22.574501074208865,-44.6014902248534,59200.0
2017/06/01,-22.552506544377195,-44.5846013411127,78334.0
2017/06/01,-22.54037472752126,-44.5783943155764,66220.0
2017/06/01,-22.53597501399041,-44.570310747436,61782.0
2017/06/01,-22.538641523468275,-44.5675681077832,61797.0
2017/06/01,-22.533678626038647,-44.5682080439131,59623.0
2017/06/01,-22.535092786334225,-44.5671363040666,57494.0
2017/06/01,-22.53551703159882,-44.5641252254501,63887.0
2017/06/01,-22.53697831086638,-44.5624920980649,44361.0
2017/06/01,-22.53221731185253,-44.5663707756048,48340.0
2017/06/01,-22.531887335541462,-44.5637679788346,53886.0
2017/06/01,-22.53202875405704,-44.5612162172952,51901.0
2017/06/01,-22.52938891788948,-44.5604506888334,44555.0
2017/06/01,-22.526937596271328,-44.5580009977556,38779.0
2017/06/01,-22.529860320905605,-44.5580520329863,49917.0
2017/06/01,-22.527786135600465,-44.5637766705823,47312.0
2017/06/01,-22.529451032373533,-44.5638410435962,45426.0
2017/06/01,-22.530382573003013,-44.5654718266158,56204.0
2017/06/01,-22.52667619327016,-44.565557657301,56889.0
2017/06/01,-22.528559125883582,-44.5666519985379,41163.0
2017/06/01,-22.529589772865474,-44.567488847719,42879.0
2017/06/01,-22.528816788350014,-44.5674459323764,47803.0
2017/07/01,-22.52527160253196,-44.6824797127753,62232.0
2017/07/01,-22.53193829712928,-44.6788709769984,48707.0
2017/07/01,-22.53507153271373,-44.6769222595319,49777.0
2017/07/01,-22.53373824978605,-44.673457873186,47290.0
2017/07/01,-22.54040453568439,-44.6713648064354,26439.0
2017/07/01,-22.535671505831274,-44.6672508476497,52110.0
2017/07/01,-22.541671093617136,-44.6639308107349,73281.0
2017/07/01,-22.536204813080563,-44.6660960522011,55249.0
2017/07/01,-22.53893798040274,-44.6605385991046,82120.0
2017/07/01,-22.532271623697536,-44.657651610483,175143.0
2017/07/01,-22.536938107185023,-44.6551976701547,214019.0
2017/07/01,-22.532705002033257,-44.6518087730433,429911.0
2017/07/01,-22.52306263241008,-44.6401560128061,612079.0
2017/07/01,-22.51824119522169,-44.6412484590783,482487.0
2017/07/01,-22.52171713197823,-44.6377283544233,790004.0
2017/07/01,-22.513531722088302,-44.6399132469678,505731.0
2017/07/01,-22.51678351830424,-44.635664844798,774021.0
2017/07/01,-22.512634661393808,-44.6346937814449,650268.0
2017/07/01,-22.51050411891409,-44.6292315500837,741220.0
2017/07/01,-22.513307457460424,-44.6257114454287,770016.0
2017/07/01,-22.5124103953106,-44.6198850653101,532384.0
2017/07/01,-22.51835332357854,-44.6283818696498,733555.0
2017/07/01,-22.517232035916344,-44.6221913407737,705572.0
2017/07/01,-22.52295050787452,-44.626803891701,630239.0
2017/07/01,-22.527771780734053,-44.6264397429435,520388.0
2017/07/01,-22.53438674174624,-44.6275321892158,802928.0
2017/07/01,-22.54828293959759,-44.6206354627649,272043.0
2017/07/01,-22.561794691645904,-44.6105884700245,364064.0
2017/07/01,-22.559496081924983,-44.6074127346705,341950.0
2017/07/01,-22.56393474211768,-44.6040653379461,309655.0
2017/07/01,-22.56393474211768,-44.5982288513496,314304.0
2017/07/01,-22.56813548534296,-44.6008896025921,207060.0
2017/07/01,-22.56274582947703,-44.5927356867114,290633.0
2017/07/01,-22.565995500257856,-44.5917057184885,275177.0
2017/07/01,-22.56020944773314,-44.5882724908071,330923.0
2017/07/01,-22.56567846246045,-44.5822643428401,325853.0
2017/07/01,-22.574501074208865,-44.6014902248534,222283.0
2017/07/01,-22.552506544377195,-44.5846013411127,367889.0
2017/07/01,-22.54037472752126,-44.5783943155764,446166.0
2017/07/01,-22.53597501399041,-44.570310747436,509398.0
2017/07/01,-22.538641523468275,-44.5675681077832,408248.0
2017/07/01,-22.533678626038647,-44.5682080439131,532425.0
2017/07/01,-22.535092786334225,-44.5671363040666,512686.0
2017/07/01,-22.53551703159882,-44.5641252254501,298792.0
2017/07/01,-22.53697831086638,-44.5624920980649,270944.0
2017/07/01,-22.53221731185253,-44.5663707756048,362079.0
2017/07/01,-22.531887335541462,-44.5637679788346,286704.0
2017/07/01,-22.53202875405704,-44.5612162172952,332997.0
2017/07/01,-22.52938891788948,-44.5604506888334,251989.0
2017/07/01,-22.526937596271328,-44.5580009977556,225686.0
2017/07/01,-22.529860320905605,-44.5580520329863,239698.0
2017/07/01,-22.527786135600465,-44.5637766705823,311560.0
2017/07/01,-22.529451032373533,-44.5638410435962,349310.0
2017/07/01,-22.530382573003013,-44.5654718266158,557643.0
2017/07/01,-22.52667619327016,-44.565557657301,375096.0
2017/07/01,-22.528559125883582,-44.5666519985379,493313.0
2017/07/01,-22.529589772865474,-44.567488847719,455334.0
2017/07/01,-22.528816788350014,-44.5674459323764,454687.0
2017/08/01,-22.52527160253196,-44.6824797127753,33542.0
2017/08/01,-22.53193829712928,-44.6788709769984,25281.0
2017/08/01,-22.53507153271373,-44.6769222595319,19199.0
2017/08/01,-22.53373824978605,-44.673457873186,18805.0
2017/08/01,-22.54040453568439,-44.6713648064354,15153.0
2017/08/01,-22.535671505831274,-44.6672508476497,13619.0
2017/08/01,-22.541671093617136,-44.6639308107349,14576.0
2017/08/01,-22.536204813080563,-44.6660960522011,12508.0
2017/08/01,-22.53893798040274,-44.6605385991046,32469.0
2017/08/01,-22.532271623697536,-44.657651610483,40459.0
2017/08/01,-22.536938107185023,-44.6551976701547,84408.0
2017/08/01,-22.532705002033257,-44.6518087730433,161893.0
2017/08/01,-22.52306263241008,-44.6401560128061,355819.0
2017/08/01,-22.51824119522169,-44.6412484590783,442759.0
2017/08/01,-22.52171713197823,-44.6377283544233,377960.0
2017/08/01,-22.513531722088302,-44.6399132469678,275783.0
2017/08/01,-22.51678351830424,-44.635664844798,403753.0
2017/08/01,-22.512634661393808,-44.6346937814449,226915.0
2017/08/01,-22.51050411891409,-44.6292315500837,235662.0
2017/08/01,-22.513307457460424,-44.6257114454287,220389.0
2017/08/01,-22.5124103953106,-44.6198850653101,171359.0
2017/08/01,-22.51835332357854,-44.6283818696498,198127.0
2017/08/01,-22.517232035916344,-44.6221913407737,142555.0
2017/08/01,-22.52295050787452,-44.626803891701,149803.0
2017/08/01,-22.527771780734053,-44.6264397429435,164060.0
2017/08/01,-22.53438674174624,-44.6275321892158,146395.0
2017/08/01,-22.54828293959759,-44.6206354627649,50159.0
2017/08/01,-22.561794691645904,-44.6105884700245,39529.0
2017/08/01,-22.559496081924983,-44.6074127346705,35525.0
2017/08/01,-22.56393474211768,-44.6040653379461,31655.0
2017/08/01,-22.56393474211768,-44.5982288513496,28722.0
2017/08/01,-22.56813548534296,-44.6008896025921,27894.0
2017/08/01,-22.56274582947703,-44.5927356867114,26737.0
2017/08/01,-22.565995500257856,-44.5917057184885,29191.0
2017/08/01,-22.56020944773314,-44.5882724908071,27812.0
2017/08/01,-22.56567846246045,-44.5822643428401,30594.0
2017/08/01,-22.574501074208865,-44.6014902248534,30917.0
2017/08/01,-22.552506544377195,-44.5846013411127,23257.0
2017/08/01,-22.54037472752126,-44.5783943155764,18285.0
2017/08/01,-22.53597501399041,-44.570310747436,32504.0
2017/08/01,-22.538641523468275,-44.5675681077832,34604.0
2017/08/01,-22.533678626038647,-44.5682080439131,50311.0
2017/08/01,-22.535092786334225,-44.5671363040666,35302.0
2017/08/01,-22.53551703159882,-44.5641252254501,68935.0
2017/08/01,-22.53697831086638,-44.5624920980649,93791.0
2017/08/01,-22.53221731185253,-44.5663707756048,52345.0
2017/08/01,-22.531887335541462,-44.5637679788346,113651.0
2017/08/01,-22.53202875405704,-44.5612162172952,92871.0
2017/08/01,-22.52938891788948,-44.5604506888334,147932.0
2017/08/01,-22.526937596271328,-44.5580009977556,142561.0
2017/08/01,-22.529860320905605,-44.5580520329863,147350.0
2017/08/01,-22.527786135600465,-44.5637766705823,99794.0
2017/08/01,-22.529451032373533,-44.5638410435962,73707.0
2017/08/01,-22.530382573003013,-44.5654718266158,85139.0
2017/08/01,-22.52667619327016,-44.565557657301,127676.0
2017/08/01,-22.528559125883582,-44.5666519985379,67188.0
2017/08/01,-22.529589772865474,-44.567488847719,84637.0
2017/08/01,-22.528816788350014,-44.5674459323764,85042.0
2017/09/01,-22.52527160253196,-44.6824797127753,78050.0
2017/09/01,-22.53193829712928,-44.6788709769984,131588.0
2017/09/01,-22.53507153271373,-44.6769222595319,217670.0
2017/09/01,-22.53373824978605,-44.673457873186,105608.0
2017/09/01,-22.54040453568439,-44.6713648064354,59092.0
2017/09/01,-22.535671505831274,-44.6672508476497,56457.0
2017/09/01,-22.541671093617136,-44.6639308107349,55683.0
2017/09/01,-22.536204813080563,-44.6660960522011,38717.0
2017/09/01,-22.53893798040274,-44.6605385991046,94735.0
2017/09/01,-22.532271623697536,-44.657651610483,146623.0
2017/09/01,-22.536938107185023,-44.6551976701547,141801.0
2017/09/01,-22.532705002033257,-44.6518087730433,163696.0
2017/09/01,-22.52306263241008,-44.6401560128061,810639.0
2017/09/01,-22.51824119522169,-44.6412484590783,789757.0
2017/09/01,-22.52171713197823,-44.6377283544233,1276959.0
2017/09/01,-22.513531722088302,-44.6399132469678,722385.0
2017/09/01,-22.51678351830424,-44.635664844798,1110867.0
2017/09/01,-22.512634661393808,-44.6346937814449,672707.0
2017/09/01,-22.51050411891409,-44.6292315500837,725066.0
2017/09/01,-22.513307457460424,-44.6257114454287,735414.0
2017/09/01,-22.5124103953106,-44.6198850653101,961499.0
2017/09/01,-22.51835332357854,-44.6283818696498,747088.0
2017/09/01,-22.517232035916344,-44.6221913407737,817182.0
2017/09/01,-22.52295050787452,-44.626803891701,782643.0
2017/09/01,-22.527771780734053,-44.6264397429435,739954.0
2017/09/01,-22.53438674174624,-44.6275321892158,919852.0
2017/09/01,-22.54828293959759,-44.6206354627649,1099284.0
2017/09/01,-22.561794691645904,-44.6105884700245,1260790.0
2017/09/01,-22.559496081924983,-44.6074127346705,1119215.0
2017/09/01,-22.56393474211768,-44.6040653379461,760843.0
2017/09/01,-22.56393474211768,-44.5982288513496,453239.0
2017/09/01,-22.56813548534296,-44.6008896025921,591761.0
2017/09/01,-22.56274582947703,-44.5927356867114,570270.0
2017/09/01,-22.565995500257856,-44.5917057184885,578096.0
2017/09/01,-22.56020944773314,-44.5882724908071,585752.0
2017/09/01,-22.56567846246045,-44.5822643428401,397599.0
2017/09/01,-22.574501074208865,-44.6014902248534,633859.0
2017/09/01,-22.552506544377195,-44.5846013411127,477733.0
2017/09/01,-22.54037472752126,-44.5783943155764,351571.0
2017/09/01,-22.53597501399041,-44.570310747436,574734.0
2017/09/01,-22.538641523468275,-44.5675681077832,713519.0
2017/09/01,-22.533678626038647,-44.5682080439131,544849.0
2017/09/01,-22.535092786334225,-44.5671363040666,694259.0
2017/09/01,-22.53551703159882,-44.5641252254501,720787.0
2017/09/01,-22.53697831086638,-44.5624920980649,648886.0
2017/09/01,-22.53221731185253,-44.5663707756048,560158.0
2017/09/01,-22.531887335541462,-44.5637679788346,442632.0
2017/09/01,-22.53202875405704,-44.5612162172952,513756.0
2017/09/01,-22.52938891788948,-44.5604506888334,507808.0
2017/09/01,-22.526937596271328,-44.5580009977556,521762.0
2017/09/01,-22.529860320905605,-44.5580520329863,501878.0
2017/09/01,-22.527786135600465,-44.5637766705823,485146.0
2017/09/01,-22.529451032373533,-44.5638410435962,481949.0
2017/09/01,-22.530382573003013,-44.5654718266158,544341.0
2017/09/01,-22.52667619327016,-44.565557657301,538102.0
2017/09/01,-22.528559125883582,-44.5666519985379,545973.0
2017/09/01,-22.529589772865474,-44.567488847719,530077.0
2017/09/01,-22.528816788350014,-44.5674459323764,556148.0
2017/10/01,-22.52527160253196,-44.6824797127753,211959.0
2017/10/01,-22.53193829712928,-44.6788709769984,178103.0
2017/10/01,-22.53507153271373,-44.6769222595319,157052.0
2017/10/01,-22.53373824978605,-44.673457873186,82672.0
2017/10/01,-22.54040453568439,-44.6713648064354,25429.0
2017/10/01,-22.535671505831274,-44.6672508476497,47001.0
2017/10/01,-22.541671093617136,-44.6639308107349,39143.0
2017/10/01,-22.536204813080563,-44.6660960522011,44280.0
2017/10/01,-22.53893798040274,-44.6605385991046,31438.0
2017/10/01,-22.532271623697536,-44.657651610483,47152.0
2017/10/01,-22.536938107185023,-44.6551976701547,29758.0
2017/10/01,-22.532705002033257,-44.6518087730433,25243.0
2017/10/01,-22.52306263241008,-44.6401560128061,137859.0
2017/10/01,-22.51824119522169,-44.6412484590783,116573.0
2017/10/01,-22.52171713197823,-44.6377283544233,268837.0
2017/10/01,-22.513531722088302,-44.6399132469678,59816.0
2017/10/01,-22.51678351830424,-44.635664844798,206545.0
2017/10/01,-22.512634661393808,-44.6346937814449,92689.0
2017/10/01,-22.51050411891409,-44.6292315500837,86593.0
2017/10/01,-22.513307457460424,-44.6257114454287,101094.0
2017/10/01,-22.5124103953106,-44.6198850653101,119958.0
2017/10/01,-22.51835332357854,-44.6283818696498,153069.0
2017/10/01,-22.517232035916344,-44.6221913407737,131904.0
2017/10/01,-22.52295050787452,-44.626803891701,215875.0
2017/10/01,-22.527771780734053,-44.6264397429435,267445.0
2017/10/01,-22.53438674174624,-44.6275321892158,640431.0
2017/10/01,-22.54828293959759,-44.6206354627649,621347.0
2017/10/01,-22.561794691645904,-44.6105884700245,958884.0
2017/10/01,-22.559496081924983,-44.6074127346705,950467.0
2017/10/01,-22.56393474211768,-44.6040653379461,985821.0
2017/10/01,-22.56393474211768,-44.5982288513496,537185.0
2017/10/01,-22.56813548534296,-44.6008896025921,1159656.0
2017/10/01,-22.56274582947703,-44.5927356867114,716256.0
2017/10/01,-22.565995500257856,-44.5917057184885,718281.0
2017/10/01,-22.56020944773314,-44.5882724908071,867896.0
2017/10/01,-22.56567846246045,-44.5822643428401,685367.0
2017/10/01,-22.574501074208865,-44.6014902248534,1069368.0
2017/10/01,-22.552506544377195,-44.5846013411127,459133.0
2017/10/01,-22.54037472752126,-44.5783943155764,267239.0
2017/10/01,-22.53597501399041,-44.570310747436,321199.0
2017/10/01,-22.538641523468275,-44.5675681077832,335165.0
